_id,predicted
66810d8e6bf2b41c880a7bc6c8a1e295,0.3444711473417968
ccac3879652b08cb8b44c1920fd93afa,0.00022169741098699615
fcccab4d7a76f70647f015f2c84c2af8,1.5748039232896367e-06
ed8399278c30678dab739045fa12b440,0.0045182192158679324
1d4d62ac5cabcb48bac7112813f290cb,8.350170774062344e-06
aba2dec4c5cab88824f36babd24b986f,0.9998574522035248
06f318f1dd178e738f675bb88a5adb84,2.6481567013612252e-08
d5036f5956e42ee6207296238fc4bc1d,5.61291632433905e-08
fe0cc8933698ad4046ff2b82f65756eb,5.351281337037397e-06
70190122f4ebf196535e11b33eb95b81,2.7183564187356085e-07
8c2e044ac444afd4d0dea67eba0079c4,0.9862303998592431
0d7db1117ed3606d7bbbb65d584b5c2f,0.9999226349062632
aa3d1e4ba96323b5449a23cb54badc50,0.9999999982709493
d312d9b1ffdab785a806490ca0450f7b,0.9960349172847568
56da3f911d7cc5e8f47f2703b74bdc45,0.0008464146612524122
19afb1a10078e901994a1e1e2c058652,4.005708959221116e-06
9ac0fc025e2f551a7d5214a606a77434,4.948181343358914e-07
4bc819b6f4ebbedca0fe354ba5dc7ba3,1.940345044235235e-05
1c02af75529cdaee5f8822a5251f5c63,1.9060147502450619e-06
9d0424c7a80ebde8cc8b5520721592f2,0.9999999325032592
cf005d4bc86312d5f1032e08ef342e05,0.9999999999999984
6abe7bc6263ac81d7f6764c6b0489703,0.00022994630987174317
b56ee107fc7abbabfa317f9209cbc5fd,0.9738254359265897
2fd2f7790cd8d0c638d55f41b1f323a2,1.1134821792095596e-06
bd3b2a1af1abd0d48af835aa69848232,2.456784868015648e-06
d50372645903431bd7ceb57bbf1cea06,0.7346756189303869
8a11f5487e2e8a6e91d0ab1b6003b55e,1.8510738433423597e-06
ab96e787fdf0827bbebcf95b1243d041,3.0664735883927125e-06
233d244d79e364f517c846cb3ab1932a,0.0013678222944485954
45971d4e3a47775bb5a7260bb5ea3c36,1.4179674677388471e-08
5ccb10967f79fb08ace2d99ac6e0f3f1,0.9991456189373705
79dada7dfeb73ecb13b585716a422ccf,0.9999138913642032
3566dc034b1552ff7a1026ea1ab6baab,1.0
895bf949198fb300efb4361ccd8231e6,0.9999999915320185
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.99999819038378
5595e4faeb748e040ae99b98bcd60af9,1.8332676122871755e-07
9c366222ca168600b6db86cfdda4cc90,0.015125331516727574
a79760db64a402bcc8e817800fe36ec1,1.3031300499292884e-06
e3ad251da8e9d9405cce8312577cf855,3.821187554167446e-05
